id,triple,sequence,neighbor,skip,double
1526,0,1,1,0,0
1530,0,1,0,0,1
1550,0,2,0,0,0
1625,1,0,0,0,1
1626,1,0,0,0,1
1630,1,0,0,0,1
1650,1,0,0,0,1
1750,1,0,0,0,1
1875,1,0,0,0,0
1876,1,0,0,0,0
1877,1,0,0,0,1
1878,2,0,0,0,0
1880,1,0,0,0,0
1881,1,0,1,0,0
1882,1,0,0,0,1
1885,1,0,0,0,1
1886,1,0,0,0,1
1890,2,0,0,0,0
1900,1,0,0,0,0
1901,1,0,0,1,0
1902,1,0,0,0,1
1905,1,0,1,0,0
1906,1,1,0,0,0
1910,1,0,0,0,1
1925,1,0,0,0,1
1926,1,0,0,0,1
1930,1,0,0,0,1
1950,2,0,0,0,0
2000,1,0,0,0,0
2001,1,0,0,0,0
2002,1,0,0,0,1
2005,1,0,0,1,0
2006,1,0,0,1,0
2010,1,0,0,0,1
2025,1,0,1,0,0
2026,1,0,0,1,0
2030,1,1,0,0,0
2050,1,0,0,0,1
2125,1,0,0,0,1
2126,1,0,0,0,1
2130,1,0,0,0,1
2150,1,0,0,0,1
2250,2,0,0,0,0
2500,1,0,0,0,0
2501,1,0,0,0,0
2502,1,0,0,0,1
2505,1,0,0,0,0
2506,1,0,1,0,0
2510,1,0,0,0,1
2525,1,0,0,1,0
2526,1,0,0,1,0
2530,1,0,0,1,0
2550,1,0,0,0,1
2625,1,0,1,0,0
2626,1,0,1,0,0
2630,1,0,0,1,0
2650,1,1,0,0,0
2750,1,0,0,0,1
3125,0,0,0,0,0
3126,0,0,0,0,0
3127,0,0,0,0,1
3128,1,0,0,0,0
3129,1,0,0,0,0
3130,0,0,0,0,0
3131,0,0,1,0,0
3132,0,0,0,0,1
3133,1,0,0,0,0
3134,1,0,1,0,0
3135,0,0,0,0,1
3136,0,0,0,0,1
3137,0,0,0,0,2
3138,1,0,0,0,1
3140,1,0,0,0,0
3141,1,0,0,0,0
3142,1,0,0,0,1
3145,1,0,0,0,0
3146,1,0,1,0,0
3150,0,0,0,0,0
3151,0,0,0,1,0
3152,0,0,0,0,1
3153,1,0,0,0,0
3154,1,0,0,1,0
3155,0,0,1,0,0
3156,0,1,0,0,0
3157,0,1,0,0,0
3158,1,0,1,0,0
3160,0,0,0,0,1
3161,0,1,0,0,0
3162,0,1,1,0,0
3165,1,0,0,0,0
3166,1,0,0,1,0
3170,1,0,1,0,0
3175,0,0,0,0,1
3176,0,0,0,0,1
3177,0,0,0,0,2
3178,1,0,0,0,1
3180,0,0,0,0,1
3181,0,1,0,0,0
3182,0,1,0,1,0
3185,0,0,0,0,2
3186,0,1,1,0,0
3190,1,0,0,0,1
3200,1,0,0,0,0
3201,1,0,0,0,0
3202,1,0,0,0,1
3205,1,0,0,0,0
3206,1,0,1,0,0
3210,1,0,0,0,1
3225,1,0,0,0,0
3226,1,0,0,1,0
3230,1,0,1,0,0
3250,0,0,0,1,0
3251,0,0,0,1,0
3252,0,0,0,1,1
3253,1,0,0,1,0
3254,1,0,0,1,0
3255,0,0,0,1,0
3256,0,0,1,1,0
3257,0,0,0,1,1
3258,1,0,0,1,0
3260,0,0,0,1,1
3261,0,0,0,1,1
3262,0,0,0,1,2
3265,1,0,0,1,0
3266,1,0,0,1,0
3270,1,0,0,1,0
3275,0,0,0,1,0
3276,0,0,0,2,0
3277,0,0,0,1,1
3278,1,0,0,1,0
3280,0,1,0,0,0
3281,0,1,0,1,0
3282,0,1,0,1,0
3285,0,1,0,0,0
3286,0,1,0,1,0
3290,1,0,0,1,0
3300,0,0,0,1,1
3301,0,0,0,1,1
3302,0,0,0,1,2
3305,0,1,0,0,0
3306,0,1,0,1,0
3310,0,1,1,0,0
3325,1,0,0,1,0
3326,1,0,0,1,0
3330,1,0,0,1,0
3350,1,0,0,1,0
3375,0,0,0,0,1
3376,0,0,0,0,1
3377,0,0,0,0,2
3378,1,0,0,0,1
3380,0,0,0,2,0
3381,0,0,1,0,1
3382,0,0,0,2,1
3385,0,0,0,0,2
3386,0,0,1,2,0
3390,1,0,0,0,1
3400,0,0,1,1,0
3401,0,0,0,1,1
3402,0,0,1,1,1
3405,0,1,0,1,0
3406,0,1,0,0,1
3410,0,1,0,1,0
3425,0,0,0,0,2
3426,0,0,1,2,0
3430,0,1,0,1,0
3450,1,0,0,0,1
3500,1,0,0,0,0
3501,1,0,0,0,0
3502,1,0,0,0,1
3505,1,0,0,0,0
3506,1,0,1,0,0
3510,1,0,0,0,1
3525,1,0,0,0,0
3526,1,0,0,1,0
3530,1,0,1,0,0
3550,1,0,0,0,1
3625,1,0,0,1,0
3626,1,0,0,1,0
3630,1,0,0,1,0
3650,1,0,0,1,0
3750,0,0,1,0,0
3751,0,0,1,0,0
3752,0,0,1,0,1
3753,1,0,1,0,0
3754,1,0,1,0,0
3755,0,0,1,0,0
3756,0,0,2,0,0
3757,0,0,1,0,1
3758,1,0,1,0,0
3760,0,0,1,0,1
3761,0,0,1,0,1
3762,0,0,1,0,2
3765,1,0,1,0,0
3766,1,0,1,0,0
3770,1,0,1,0,0
3775,0,0,0,1,0
3776,0,0,1,1,0
3777,0,0,0,1,1
3778,1,0,0,1,0
3780,0,0,2,0,0
3781,0,1,1,0,0
3782,0,1,1,0,0
3785,0,0,0,1,1
3786,0,1,1,0,0
3790,1,0,0,1,0
3800,0,0,1,0,1
3801,0,0,1,0,1
3802,0,0,1,0,2
3805,0,0,1,0,1
3806,0,1,0,1,0
3810,0,0,1,0,2
3825,1,0,1,0,0
3826,1,0,1,0,0
3830,1,0,1,0,0
3850,1,0,0,1,0
3875,0,1,0,0,0
3876,0,1,0,0,0
3877,0,1,0,0,1
3878,1,1,0,0,0
3880,0,1,0,0,0
3881,0,1,1,0,0
3882,0,1,0,0,1
3885,0,1,0,0,1
3886,0,1,0,0,1
3890,1,1,0,0,0
3900,0,1,0,0,0
3901,0,1,0,0,0
3902,0,1,0,0,1
3905,0,1,1,0,0
3906,0,2,0,0,0
3910,0,1,1,0,0
3925,0,1,0,0,0
3926,0,1,0,1,0
3930,0,1,0,1,0
3950,1,1,0,0,0
4000,0,1,0,0,0
4001,0,1,0,0,0
4002,0,1,0,0,1
4005,0,1,0,1,0
4006,0,1,0,1,0
4010,0,1,0,0,1
4025,0,1,0,1,0
4026,0,1,0,1,0
4030,0,2,0,0,0
4050,0,1,0,1,0
4125,1,0,1,0,0
4126,1,0,1,0,0
4130,1,0,1,0,0
4150,1,0,0,1,0
4250,1,1,0,0,0
4375,0,0,0,0,1
4376,0,0,0,0,1
4377,0,0,0,0,2
4378,1,0,0,0,1
4380,0,0,0,0,1
4381,0,0,1,0,1
4382,0,0,0,0,2
4385,0,0,0,0,2
4386,0,0,0,0,2
4390,1,0,0,0,1
4400,0,0,1,1,0
4401,0,0,0,1,1
4402,0,0,1,1,1
4405,0,0,1,0,1
4406,0,1,0,0,1
4410,0,0,1,1,1
4425,0,0,0,0,2
4426,0,0,1,2,0
4430,0,0,2,1,0
4450,1,0,0,0,1
4500,0,1,0,0,0
4501,0,1,0,0,0
4502,0,1,0,0,1
4505,0,1,0,0,0
4506,0,1,1,0,0
4510,0,1,0,0,1
4525,0,1,1,0,0
4526,0,1,1,0,0
4530,0,1,0,0,1
4550,0,1,0,1,0
4625,0,1,1,0,0
4626,0,1,1,0,0
4630,0,1,0,1,0
4650,0,2,0,0,0
4750,1,0,0,0,1
5000,1,0,0,0,0
5001,1,0,0,0,0
5002,1,0,0,0,1
5005,1,0,0,0,0
5006,1,0,1,0,0
5010,1,0,0,0,1
5025,1,0,0,0,0
5026,1,0,0,1,0
5030,1,0,1,0,0
5050,1,0,0,0,1
5125,1,0,0,1,0
5126,1,0,0,1,0
5130,1,0,0,1,0
5150,1,0,0,1,0
5250,1,0,0,0,1
5625,1,0,1,0,0
5626,1,0,1,0,0
5630,1,0,1,0,0
5650,1,0,0,1,0
5750,1,1,0,0,0
6250,0,0,0,0,1
6251,0,0,0,0,1
6252,0,0,0,0,2
6253,1,0,0,0,1
6254,1,0,0,0,1
6255,0,0,0,0,1
6256,0,0,1,0,1
6257,0,0,0,0,2
6258,1,0,0,0,1
6260,0,0,0,0,2
6261,0,0,0,0,2
6262,0,0,0,0,3
6265,1,0,0,0,1
6266,1,0,0,0,1
6270,1,0,0,0,1
6275,0,0,0,0,1
6276,0,0,0,1,1
6277,0,0,0,0,2
6278,1,0,0,0,1
6280,0,0,1,0,1
6281,0,1,0,0,1
6282,0,1,0,0,1
6285,0,0,0,0,2
6286,0,1,0,0,1
6290,1,0,0,0,1
6300,0,0,0,0,2
6301,0,0,0,0,2
6302,0,0,0,0,3
6305,0,0,0,0,2
6306,0,1,0,0,1
6310,0,0,0,0,3
6325,1,0,0,0,1
6326,1,0,0,0,1
6330,1,0,0,0,1
6350,1,0,0,0,1
6375,0,0,0,0,1
6376,0,0,0,0,1
6377,0,0,0,0,2
6378,1,0,0,0,1
6380,0,0,0,1,1
6381,0,0,0,1,1
6382,0,0,0,1,2
6385,0,0,0,0,2
6386,0,0,1,1,1
6390,1,0,0,0,1
6400,0,0,1,0,1
6401,0,0,0,1,1
6402,0,0,1,0,2
6405,0,1,0,0,1
6406,0,1,0,0,1
6410,0,1,0,0,1
6425,0,0,0,0,2
6426,0,0,1,1,1
6430,0,1,0,0,1
6450,1,0,0,0,1
6500,0,0,0,0,2
6501,0,0,0,0,2
6502,0,0,0,0,3
6505,0,0,0,0,2
6506,0,0,1,0,2
6510,0,0,0,0,3
6525,0,0,0,0,2
6526,0,0,0,1,2
6530,0,1,0,0,1
6550,0,0,0,0,3
6625,1,0,0,0,1
6626,1,0,0,0,1
6630,1,0,0,0,1
6650,1,0,0,0,1
6750,1,0,0,0,1
6875,0,0,0,0,1
6876,0,0,0,0,1
6877,0,0,0,0,2
6878,1,0,0,0,1
6880,0,0,0,0,1
6881,0,0,1,0,1
6882,0,0,0,0,2
6885,0,0,0,0,2
6886,0,0,0,0,2
6890,1,0,0,0,1
6900,0,0,0,1,1
6901,0,0,0,1,1
6902,0,0,0,1,2
6905,0,0,0,1,1
6906,0,1,0,0,1
6910,0,0,0,1,2
6925,0,0,0,0,2
6926,0,0,0,2,1
6930,0,0,1,1,1
6950,1,0,0,0,1
7000,0,1,0,0,0
7001,0,1,0,0,0
7002,0,1,0,0,1
7005,0,1,0,0,0
7006,0,1,1,0,0
7010,0,1,0,0,1
7025,0,1,0,0,1
7026,0,1,0,0,1
7030,0,1,0,0,1
7050,0,1,0,0,1
7125,0,1,0,1,0
7126,0,1,0,1,0
7130,0,1,0,1,0
7150,0,1,0,0,1
7250,1,0,0,0,1
7500,0,0,0,0,2
7501,0,0,0,0,2
7502,0,0,0,0,3
7505,0,0,0,0,2
7506,0,0,1,0,2
7510,0,0,0,0,3
7525,0,0,0,0,2
7526,0,0,0,1,2
7530,0,0,1,0,2
7550,0,0,0,0,3
7625,0,1,1,0,0
7626,0,1,1,0,0
7630,0,1,1,0,0
7650,0,1,0,0,1
7750,0,2,0,0,0
8125,1,0,0,0,1
8126,1,0,0,0,1
8130,1,0,0,0,1
8150,1,0,0,0,1
8250,1,0,0,0,1
8750,1,0,0,0,1
9375,1,0,0,0,0
9376,1,0,0,0,0
9377,1,0,0,0,1
9378,2,0,0,0,0
9380,1,0,0,0,0
9381,1,0,1,0,0
9382,1,0,0,0,1
9385,1,0,0,0,1
9386,1,0,0,0,1
9390,2,0,0,0,0
9400,1,0,0,0,0
9401,1,0,0,1,0
9402,1,0,0,0,1
9405,1,0,1,0,0
9406,1,1,0,0,0
9410,1,0,0,0,1
9425,1,0,0,0,1
9426,1,0,0,0,1
9430,1,0,0,0,1
9450,2,0,0,0,0
9500,1,0,0,0,0
9501,1,0,0,0,0
9502,1,0,0,0,1
9505,1,0,0,1,0
9506,1,0,0,1,0
9510,1,0,0,0,1
9525,1,0,1,0,0
9526,1,0,0,1,0
9530,1,1,0,0,0
9550,1,0,0,0,1
9625,1,0,0,0,1
9626,1,0,0,0,1
9630,1,0,0,0,1
9650,1,0,0,0,1
9750,2,0,0,0,0
10000,1,0,0,0,0
10001,1,0,0,0,0
10002,1,0,0,0,1
10005,1,0,0,0,0
10006,1,0,1,0,0
10010,1,0,0,0,1
10025,1,0,0,1,0
10026,1,0,0,1,0
10030,1,0,0,1,0
10050,1,0,0,0,1
10125,1,0,1,0,0
10126,1,0,1,0,0
10130,1,0,0,1,0
10150,1,1,0,0,0
10250,1,0,0,0,1
10625,1,0,0,0,1
10626,1,0,0,0,1
10630,1,0,0,0,1
10650,1,0,0,0,1
10750,1,0,0,0,1
11250,2,0,0,0,0
12500,1,0,0,0,0
12501,1,0,0,0,0
12502,1,0,0,0,1
12505,1,0,0,0,0
12506,1,0,1,0,0
12510,1,0,0,0,1
12525,1,0,0,0,0
12526,1,0,0,1,0
12530,1,0,1,0,0
12550,1,0,0,0,1
12625,1,0,0,1,0
12626,1,0,0,1,0
12630,1,0,0,1,0
12650,1,0,0,1,0
12750,1,0,0,0,1
13125,1,0,1,0,0
13126,1,0,1,0,0
13130,1,0,1,0,0
13150,1,0,0,1,0
13250,1,1,0,0,0
13750,1,0,0,0,1
15625,0,0,0,0,0
15626,0,0,0,0,0
15627,0,0,0,0,1
15628,1,0,0,0,0
15629,1,0,0,0,0
15630,0,0,0,0,0
15631,0,0,1,0,0
15632,0,0,0,0,1
15633,1,0,0,0,0
15634,1,0,1,0,0
15635,0,0,0,0,1
15636,0,0,0,0,1
15637,0,0,0,0,2
15638,1,0,0,0,1
15640,1,0,0,0,0
15641,1,0,0,0,0
15642,1,0,0,0,1
15645,1,0,0,0,0
15646,1,0,1,0,0
15650,0,0,0,0,0
15651,0,0,0,1,0
15652,0,0,0,0,1
15653,1,0,0,0,0
15654,1,0,0,1,0
15655,0,0,1,0,0
15656,0,1,0,0,0
15657,0,1,0,0,0
15658,1,0,1,0,0
15660,0,0,0,0,1
15661,0,1,0,0,0
15662,0,1,1,0,0
15665,1,0,0,0,0
15666,1,0,0,1,0
15670,1,0,1,0,0
15675,0,0,0,0,1
15676,0,0,0,0,1
15677,0,0,0,0,2
15678,1,0,0,0,1
15680,0,0,0,0,1
15681,0,1,0,0,0
15682,0,1,0,1,0
15685,0,0,0,0,2
15686,0,1,1,0,0
15690,1,0,0,0,1
15700,1,0,0,0,0
15701,1,0,0,0,0
15702,1,0,0,0,1
15705,1,0,0,0,0
15706,1,0,1,0,0
15710,1,0,0,0,1
15725,1,0,0,0,0
15726,1,0,0,1,0
15730,1,0,1,0,0
15750,0,0,0,0,0
15751,0,0,0,0,0
15752,0,0,0,0,1
15753,1,0,0,0,0
15754,1,0,0,0,0
15755,0,0,0,1,0
15756,0,0,0,1,0
15757,0,0,0,1,1
15758,1,0,0,1,0
15760,0,0,0,0,1
15761,0,0,1,1,0
15762,0,0,0,0,2
15765,1,0,0,0,0
15766,1,0,0,0,0
15770,1,0,0,1,0
15775,0,0,1,0,0
15776,0,0,0,1,0
15777,0,0,1,0,1
15778,1,0,1,0,0
15780,0,1,0,0,0
15781,0,1,0,0,0
15782,0,1,0,0,0
15785,0,1,0,0,0
15786,0,1,0,1,0
15790,1,0,1,0,0
15800,0,0,0,0,1
15801,0,0,1,1,0
15802,0,0,0,0,2
15805,0,1,0,0,0
15806,0,1,1,0,0
15810,0,1,1,0,0
15825,1,0,0,0,0
15826,1,0,0,0,0
15830,1,0,0,1,0
15850,1,0,1,0,0
15875,0,0,0,0,1
15876,0,0,0,0,1
15877,0,0,0,0,2
15878,1,0,0,0,1
15880,0,0,0,0,1
15881,0,0,1,0,1
15882,0,0,0,0,2
15885,0,0,0,0,2
15886,0,0,0,0,2
15890,1,0,0,0,1
15900,0,0,0,0,1
15901,0,0,0,1,1
15902,0,0,0,0,2
15905,0,1,0,0,0
15906,0,1,0,0,1
15910,0,1,0,1,0
15925,0,0,0,0,2
15926,0,0,0,0,2
15930,0,1,1,0,0
15950,1,0,0,0,1
16000,1,0,0,0,0
16001,1,0,0,0,0
16002,1,0,0,0,1
16005,1,0,0,0,0
16006,1,0,1,0,0
16010,1,0,0,0,1
16025,1,0,0,0,0
16026,1,0,0,1,0
16030,1,0,1,0,0
16050,1,0,0,0,1
16125,1,0,0,0,0
16126,1,0,0,0,0
16130,1,0,0,1,0
16150,1,0,1,0,0
16250,0,0,0,1,0
16251,0,0,0,1,0
16252,0,0,0,1,1
16253,1,0,0,1,0
16254,1,0,0,1,0
16255,0,0,0,1,0
16256,0,0,1,1,0
16257,0,0,0,1,1
16258,1,0,0,1,0
16260,0,0,0,1,1
16261,0,0,0,1,1
16262,0,0,0,1,2
16265,1,0,0,1,0
16266,1,0,0,1,0
16270,1,0,0,1,0
16275,0,0,0,1,0
16276,0,0,0,2,0
16277,0,0,0,1,1
16278,1,0,0,1,0
16280,0,0,1,1,0
16281,0,1,0,1,0
16282,0,1,0,1,0
16285,0,0,0,1,1
16286,0,1,0,1,0
16290,1,0,0,1,0
16300,0,0,0,1,1
16301,0,0,0,1,1
16302,0,0,0,1,2
16305,0,0,0,1,1
16306,0,1,0,1,0
16310,0,0,0,1,2
16325,1,0,0,1,0
16326,1,0,0,1,0
16330,1,0,0,1,0
16350,1,0,0,1,0
16375,0,0,0,1,0
16376,0,0,0,1,0
16377,0,0,0,1,1
16378,1,0,0,1,0
16380,0,0,0,2,0
16381,0,0,0,2,0
16382,0,0,0,2,1
16385,0,0,0,1,1
16386,0,0,1,2,0
16390,1,0,0,1,0
16400,0,1,0,0,0
16401,0,1,0,0,0
16402,0,1,0,0,1
16405,0,1,0,1,0
16406,0,1,0,1,0
16410,0,1,0,1,0
16425,0,1,0,0,0
16426,0,1,0,1,0
16430,0,1,0,1,0
16450,1,0,0,1,0
16500,0,0,0,1,1
16501,0,0,0,1,1
16502,0,0,0,1,2
16505,0,0,0,1,1
16506,0,0,1,1,1
16510,0,0,0,1,2
16525,0,1,0,0,0
16526,0,1,0,0,0
16530,0,1,0,1,0
16550,0,1,1,0,0
16625,1,0,0,1,0
16626,1,0,0,1,0
16630,1,0,0,1,0
16650,1,0,0,1,0
16750,1,0,0,1,0
16875,0,0,0,0,1
16876,0,0,0,0,1
16877,0,0,0,0,2
16878,1,0,0,0,1
16880,0,0,0,0,1
16881,0,0,1,0,1
16882,0,0,0,0,2
16885,0,0,0,0,2
16886,0,0,0,0,2
16890,1,0,0,0,1
16900,0,0,0,2,0
16901,0,0,0,1,1
16902,0,0,0,2,1
16905,0,0,1,0,1
16906,0,1,0,0,1
16910,0,0,0,2,1
16925,0,0,0,0,2
16926,0,0,0,3,0
16930,0,0,1,2,0
16950,1,0,0,0,1
17000,0,0,1,1,0
17001,0,0,1,1,0
